asset_id,width,height,uri,labels
34296,832,832,s3://mls.godfather/data_drives/disk2/dataNode/quentin-logo-test-3/image/0/0/0/3/00034296.jpg," 2 0.50146484375 0.97900390625 0.0458984375 0.0224609375
 2 0.39599609375 0.978515625 0.0458984375 0.01953125
 2 0.44873046875 0.97802734375 0.0595703125 0.0244140625
 2 0.5751953125 0.9765625 0.07421875 0.025390625
 2 0.10062454526241009 0.5097050300011268 0.07082962531309861 0.020402981684758112
 2 0.14453125 0.5087890625 0.021484375 0.017578125
 2 0.193359375 0.50732421875 0.009765625 0.0126953125
 2 0.169921875 0.5078125 0.03515625 0.01953125
 2 0.22649616461533767 0.5060873215015118 0.059525599846473105 0.02288645964402419
 2 0.537109375 0.48486328125 0.0078125 0.0048828125
 2 0.537109375 0.48095703125 0.0078125 0.0048828125
 2 0.10635399359923142 0.484501655285175 0.08523369752443753 0.02947711944580078
 2 0.54931640625 0.4775390625 0.0048828125 0.005859375
 2 0.185546875 0.48095703125 0.076171875 0.0283203125
 2 0.55322265625 0.46923828125 0.0048828125 0.0048828125
 2 0.5443589687347412 0.48436922293442947 0.04578351974487305 0.04605920498187725
 2 0.46337890625 0.47412109375 0.0966796875 0.0869140625
 2 0.32088298064011794 0.4786703403179462 0.18183400080754206 0.11065130967360276
 2 0.6839423913222092 0.4775098653940054 0.182647338280311 0.11516138223501352 
 1 0.5433 0.4796 0.0817 0.1346
"
38395,832,832,s3://mls.godfather/data_drives/disk7/dataNode/quentin-logo-test-3/image/0/0/0/3/00038395.jpg," 2 0.8056640625 0.36376953125 0.0546875 0.0185546875
 2 0.771484375 0.36279296875 0.0078125 0.0107421875
 2 0.6806640625 0.36376953125 0.068359375 0.0224609375
 2 0.74951171875 0.36279296875 0.0341796875 0.0224609375
 2 0.7255859375 0.36279296875 0.01953125 0.0205078125
 2 0.8290907786442683 0.3337011153881366 0.06630912193885216 0.029404750237098105
 2 0.755859375 0.33203125 0.080078125 0.025390625 
 1 0.1569 0.1358 0.0397 0.0986
"
1511,832,832,s3://mls.godfather/data_drives/disk4/dataNode/quentin-logo-test-3/image/0/0/0/0/00001511.jpg," 2 0.16357421875 0.99267578125 0.0341796875 0.0166015625
 2 0.76806640625 0.98779296875 0.0107421875 0.0068359375
 2 0.88134765625 0.66357421875 0.0263671875 0.0126953125
 2 0.83056640625 0.66357421875 0.0302734375 0.0146484375
 2 0.8564453125 0.66259765625 0.033203125 0.0166015625
 2 0.8369140625 0.63720703125 0.03515625 0.0244140625
 2 0.85986328125 0.63623046875 0.0263671875 0.0224609375
 2 0.8954604955819937 0.6351894231942984 0.0483549558199369 0.026113363412710335
 2 0.8515826005202073 0.5734623028681829 0.0769962897667518 0.042016249436598554 
 1 0.5673 0.5192 0.1562 0.2957
1 0.2897 0.8077 0.5793 0.3798
1 0.8167 0.4796 0.3113 0.1923
1 0.3642 0.4976 0.125 0.1346
1 0.1947 0.5715 0.0409 0.0613
"
960,832,832,s3://mls.godfather/data_drives/disk1/dataNode/quentin-logo-test-3/image/0/0/0/0/00000960.jpg," 2 0.34560882128202 0.8473229041466346 0.057933734013484076 0.020076751708984375
 2 0.43085492574251616 0.8416856985825759 0.10696260745708759 0.033555030822753906
 2 0.5099962307856634 0.8165740599999061 0.05338646815373348 0.03987965217003456
 2 0.48772562467134917 0.7908472281235915 0.05552937434269832 0.03663789308988131
 2 0.4152686412517841 0.7836614755483774 0.042799949645996094 0.024829717782827523
 2 0.5549495770381048 0.7834752889779898 0.04648861518272987 0.045423067533052884
 2 0.5283578725961539 0.770319938659668 0.03853665865384615 0.034329927884615384
 2 0.4764888286590576 0.7673772665170523 0.0863487903888409 0.0480037102332482
 2 0.534555196762085 0.7388446147625263 0.04462135755098783 0.03838649162879357
 2 0.4593060750227708 0.7339872213510367 0.11594944733839768 0.06655487647423378
 2 0.5612793702345628 0.7131348389845628 0.03662109375 0.03662109375
 2 0.5468270778656006 0.6882260395930364 0.07186255088219276 0.06573031498835637
 2 0.30047980638650745 0.39200979012709397 0.11191362601060134 0.04137710424569937
 2 0.43997698563795823 0.2769619868351863 0.305999022263747 0.1739965585561899 
 1 0.4796 0.5216 0.1779 0.3005
1 0.4345 0.2686 0.2897 0.2055
"
8785,832,832,s3://mls.godfather/data_drives/disk7/dataNode/quentin-logo-test-3/image/0/0/0/0/00008785.jpg," 2 0.794519827916072 0.3985811196840726 0.028033109811636116 0.01821000759418194
 2 0.4686561180995061 0.23630935412186843 0.027907114762526292 0.017841064012967624
 2 0.46918195944565994 0.2224496603012085 0.025277981391319863 0.016413780359121468
 2 0.4691802905156062 0.20761138659257156 0.022093552809495192 0.012260198593139648
 2 0.46871047753554124 0.19361621599930984 0.025684099930983324 0.016059673749483548 
 1 0.7987 0.3774 0.0445 0.0601
"
43026,832,832,s3://mls.godfather/data_drives/disk1/dataNode/quentin-logo-test-3/image/0/0/0/4/00043026.jpg," 2 0.2940846039698674 0.5639952879685622 0.05702543258666992 0.031270393958458535
 2 0.27197265625 0.505859375 0.0556640625 0.0234375
 2 0.23681640625 0.46728515625 0.1513671875 0.0595703125
 2 0.7596949430612417 0.44243517288794887 0.0379178707416241 0.016957172980675332
 2 0.902695105626033 0.273002239374014 0.10542906247652493 0.053905377021202676 
 1 0.238 0.4657 0.1418 0.0661
1 0.2975 0.5661 0.0541 0.0264
1 0.905 0.2746 0.0938 0.0493
"
40652,832,832,s3://mls.godfather/data_drives/disk3/dataNode/quentin-logo-test-3/image/0/0/0/4/00040652.jpg," 2 0.28903135886559117 0.8468479009775015 0.21308370736929086 0.12734647897573617
 2 0.42236328125 0.794921875 0.0048828125 0.005859375
 2 0.6289412058316745 0.8222270011901855 0.23232438014103815 0.1493209692148062
 2 0.11007894460971539 0.8234197176419772 0.15786324097560003 0.14498197115384615
 2 0.4751337491548978 0.8208838609548715 0.181856082035945 0.1710980488703801
 2 0.787109375 0.6083984375 0.005859375 0.005859375
 2 0.763671875 0.60400390625 0.005859375 0.0048828125
 2 0.28369140625 0.59814453125 0.0048828125 0.0048828125
 2 0.625 0.60595703125 0.046875 0.0283203125
 2 0.57666015625 0.59423828125 0.0048828125 0.0048828125
 2 0.29150390625 0.58251953125 0.0048828125 0.0048828125
 2 0.81396484375 0.58056640625 0.0048828125 0.0048828125
 2 0.29541015625 0.57861328125 0.0048828125 0.0048828125
 2 0.29150390625 0.57861328125 0.0048828125 0.0048828125
 2 0.8060900981609638 0.6012730781848614 0.12193965911865234 0.09366156504704402
 2 0.29541015625 0.56689453125 0.0048828125 0.0048828125
 2 0.57666015625 0.56298828125 0.0048828125 0.0048828125
 2 0.29931640625 0.56298828125 0.0048828125 0.0048828125
 2 0.29150390625 0.56298828125 0.0048828125 0.0048828125
 2 0.28759765625 0.56298828125 0.0048828125 0.0048828125
 2 0.29931640625 0.55908203125 0.0048828125 0.0048828125
 2 0.28759765625 0.55517578125 0.0048828125 0.0048828125
 2 0.28759765625 0.55126953125 0.0048828125 0.0048828125
 2 0.26416015625 0.55126953125 0.0048828125 0.0048828125
 2 0.28759765625 0.54736328125 0.0048828125 0.0048828125
 2 0.27978515625 0.54736328125 0.0048828125 0.0048828125
 2 0.27587890625 0.54736328125 0.0048828125 0.0048828125
 2 0.27197265625 0.54736328125 0.0048828125 0.0048828125
 2 0.27978515625 0.54345703125 0.0048828125 0.0048828125
 2 0.27587890625 0.54345703125 0.0048828125 0.0048828125
 2 0.29931640625 0.53955078125 0.0048828125 0.0048828125
 2 0.54541015625 0.48486328125 0.0048828125 0.0048828125
 2 0.54150390625 0.48046875 0.0048828125 0.005859375
 2 0.54541015625 0.47705078125 0.0048828125 0.0048828125
 2 0.46337890625 0.4775390625 0.0048828125 0.005859375
 2 0.54150390625 0.4765625 0.0048828125 0.005859375
 2 0.51025390625 0.47314453125 0.0048828125 0.0048828125
 2 0.54150390625 0.47265625 0.0048828125 0.005859375
 2 0.54541015625 0.4697265625 0.0048828125 0.005859375
 2 0.54150390625 0.4697265625 0.0048828125 0.005859375
 2 0.5122071046095628 0.4697265991797814 0.0126953125 0.0126953125
 2 0.54541015625 0.4658203125 0.0048828125 0.005859375
 2 0.54150390625 0.46533203125 0.0048828125 0.0048828125
 2 0.54541015625 0.46142578125 0.0048828125 0.0048828125
 2 0.54150390625 0.46142578125 0.0048828125 0.0048828125
 2 0.54541015625 0.45703125 0.0048828125 0.005859375
 2 0.5322265625 0.455078125 0.005859375 0.005859375
 2 0.5322265625 0.45166015625 0.005859375 0.0048828125
 2 0.537109375 0.45166015625 0.005859375 0.0087890625
 2 0.560546875 0.4306640625 0.005859375 0.005859375
 2 0.43994140625 0.42626953125 0.0048828125 0.0048828125
 2 0.5751953125 0.4228515625 0.0078125 0.005859375
 2 0.43994140625 0.41455078125 0.0048828125 0.0048828125
 2 0.43603515625 0.41455078125 0.0048828125 0.0048828125
 2 0.43994140625 0.41015625 0.0048828125 0.005859375
 2 0.47119140625 0.39892578125 0.0048828125 0.0048828125
 2 0.3364257078904372 0.5043944395505465 0.6064451657808744 0.3330077024606558
 2 0.23291015625 0.29736328125 0.0048828125 0.0048828125
 2 0.21337890625 0.29736328125 0.0048828125 0.0048828125
 2 0.20556640625 0.29736328125 0.0048828125 0.0048828125
 2 0.2089001857317411 0.3207671092106746 0.08778959054213303 0.10738820296067458
 2 0.748046875 0.28759765625 0.005859375 0.0048828125
 2 0.74755859375 0.28369140625 0.0048828125 0.0048828125
 2 0.86181640625 0.20361328125 0.0048828125 0.0048828125
 2 0.8245642368610089 0.2530535184420072 0.23374271392822266 0.19481945037841797 
 1 0.8726 0.4062 0.2332 0.7476
"
28844,832,832,s3://mls.godfather/data_drives/disk2/dataNode/quentin-logo-test-3/image/0/0/0/2/00028844.jpg," 2 0.59228515625 0.75048828125 0.0048828125 0.0048828125
 2 0.59228515625 0.74658203125 0.0048828125 0.0048828125
 2 0.60107421875 0.74755859375 0.0400390625 0.0302734375
 2 0.65673828125 0.25146484375 0.0693359375 0.0224609375
 2 0.67138671875 0.2314453125 0.0107421875 0.01171875
 2 0.7178058624267578 0.23057212279393122 0.07860271747295673 0.026069109256450947
 2 0.6465091338524451 0.2290969995351938 0.05280663416935848 0.027100563049316406 
 1 0.4994 0.4976 0.994 0.2764
"
38787,832,832,s3://mls.godfather/data_drives/disk2/dataNode/quentin-logo-test-3/image/0/0/0/3/00038787.jpg,"  
 1 0.4627 0.4273 0.0721 0.1671
1 0.2284 0.5012 0.0625 0.1298
1 0.7139 0.5078 0.0481 0.1358
"
21815,832,832,s3://mls.godfather/data_drives/disk5/dataNode/quentin-logo-test-3/image/0/0/0/2/00021815.jpg," 2 0.386263370513916 0.7741484642028809 0.030389785766601562 0.02854295877309946
 2 0.46337890625 0.76416015625 0.0048828125 0.0048828125
 2 0.36962890625 0.77197265625 0.0126953125 0.0205078125
 2 0.47119140625 0.75634765625 0.0048828125 0.0048828125
 2 0.4992952346801758 0.768649358015794 0.13018461374136117 0.12530935727632964
 2 0.3483428771679218 0.6536568128145658 0.051926062657282904 0.03593752934382512
 2 0.92431640625 0.595703125 0.0302734375 0.01953125
 2 0.32365599045386684 0.4738028416266808 0.12349851314838116 0.1791719656724196
 2 0.48037200707655686 0.1501741225902851 0.0998691778916579 0.06812906265258789 
 1 0.3005 0.4333 0.1803 0.232
"
42597,832,832,s3://mls.godfather/data_drives/disk1/dataNode/quentin-logo-test-3/image/0/0/0/4/00042597.jpg," 2 0.07861327208005466 0.89208984375 0.1083984191601093 0.0537109375
 2 0.3994113848759578 0.8707011296198919 0.18804418123685396 0.06159415611853966
 2 0.7690358528724084 0.870846858391395 0.21045039250300482 0.06615191239577073
 2 0.57861328125 0.8701171875 0.1357421875 0.06640625 
 1 0.1671 0.4874 0.0385 0.0493
"
17824,832,832,s3://mls.godfather/data_drives/disk4/dataNode/quentin-logo-test-3/image/0/0/0/1/00017824.jpg," 2 0.9287109375 0.984375 0.041015625 0.021484375
 2 0.8984375 0.98486328125 0.0234375 0.0205078125
 2 0.9697265625 0.98388671875 0.044921875 0.0205078125
 2 0.8663217837993915 0.9836675203763522 0.04978106572077824 0.024984359741210938 
 1 0.8053 0.482 0.3293 0.3966
"
18652,832,832,s3://mls.godfather/data_drives/disk3/dataNode/quentin-logo-test-3/image/0/0/0/1/00018652.jpg," 2 0.72705078125 0.6962890625 0.0048828125 0.005859375
 2 0.7265527064983661 0.6953807977529672 0.019277352553147536 0.02244142385629507
 2 0.81494140625 0.6943359375 0.0341796875 0.044921875
 2 0.7742288296039288 0.6932958822983962 0.05232033362755409 0.04781260857215294 
 1 0.759 0.5877 0.0397 0.0577
"
40581,832,832,s3://mls.godfather/data_drives/disk2/dataNode/quentin-logo-test-3/image/0/0/0/4/00040581.jpg," 2 0.27535403691805327 0.46393409142127406 0.056505056527944714 0.031303112323467545
 2 0.31594699162703294 0.4578095949613131 0.030602216720581055 0.03321280846228966
 2 0.5459961340977595 0.1418945101591257 0.10371101819551908 0.07988283267387977 
 1 0.5469 0.143 0.1178 0.0986
1 0.7398 0.1581 0.0541 0.1022
"
1896,832,832,s3://mls.godfather/data_drives/disk1/dataNode/quentin-logo-test-3/image/0/0/0/0/00001896.jpg," 2 0.43644301707927996 0.6900728665865384 0.2544722557067871 0.14392207219050482
 2 0.8593750733595628 0.3046875 0.008939302884615384 0.0068359375
 2 0.18017578125 0.298828125 0.0712890625 0.03125
 2 0.2551149863463182 0.29847678771385777 0.06653721515948956 0.03576363050020658
 2 0.08544921875 0.17578125 0.0146484375 0.013671875 
 1 0.4525 0.7001 0.369 0.2248
1 0.7169 0.3528 0.0709 0.0325
1 0.3618 0.2957 0.0264 0.0577
"
12439,832,832,s3://mls.godfather/data_drives/disk1/dataNode/quentin-logo-test-3/image/0/0/0/1/00012439.jpg,"  
 1 0.8041 0.476 0.0216 0.0361
1 0.1719 0.4886 0.0072 0.0228
1 0.524 0.7151 0.0096 0.0312
"
18158,832,832,s3://mls.godfather/data_drives/disk3/dataNode/quentin-logo-test-3/image/0/0/0/1/00018158.jpg," 2 0.5429626611562876 0.5176998835343581 0.10628465505746695 0.021007061004638672
 2 0.462890625 0.48681640625 0.013671875 0.0048828125
 2 0.5389780448033259 0.4808621956751897 0.18263776485736555 0.03031785671527569
 2 0.60302734375 0.4248046875 0.1552734375 0.025390625
 2 0.5283203125 0.2294921875 0.029296875 0.0078125 
 1 0.5048 0.479 0.2476 0.0421
"
20145,832,832,s3://mls.godfather/data_drives/disk1/dataNode/quentin-logo-test-3/image/0/0/0/2/00020145.jpg," 2 0.6225586671095628 0.7109375733595628 0.009765625 0.009765625
 2 0.5751953125 0.71044921875 0.076171875 0.0185546875
 2 0.6680085108830378 0.7097870019766 0.08257807218111478 0.017941401554987982
 2 0.6669959655174842 0.6799844228304349 0.06287156618558444 0.01652050018310547
 2 0.5870117040780874 0.6770507739140437 0.09258666405310997 0.026132656977726862
 2 0.4873046875 0.50439453125 0.07421875 0.0185546875
 2 0.39453125 0.501953125 0.111328125 0.03515625
 2 0.341796875 0.458984375 0.169921875 0.033203125
 2 0.4702567137204684 0.40897666490994966 0.14827790627112755 0.03803737346942608
 2 0.3085771615688617 0.408841976752648 0.10812819921053372 0.048258194556603067
 2 0.6034925534174993 0.36423224669236404 0.08356307103083684 0.03201712094820463
 2 0.4873217986180232 0.3649955162635216 0.0675195180452787 0.033398995032677285
 2 0.39936327934265137 0.36401156278756946 0.10676182233370267 0.038834021641657904
 2 0.5502992409926194 0.31382301220527065 0.20434240194467398 0.0346372127532959
 2 0.6556993631216196 0.2673375606536865 0.12468851529634915 0.03975534439086914
 2 0.27977552780738246 0.267388783968412 0.11010283690232497 0.045205116271972656
 2 0.44674214949974644 0.2677811567599957 0.16222385259775016 0.044213716800396256
 2 0.27882851087130034 0.20602048360384428 0.10501560798058143 0.03375401863685021
 2 0.3515625 0.15576171875 0.041015625 0.0244140625
 2 0.5127500203939584 0.15755389286921576 0.25241752771230846 0.03219391749455379
 2 0.27392578125 0.15380859375 0.0966796875 0.0283203125
 2 0.7679958343505859 0.15289638592646673 0.12739915114182693 0.04242764986478365
 2 0.1162109375 0.080078125 0.1171875 0.009765625
 2 0.6362480933849628 0.07960463716433598 0.34875044455895055 0.04008591633576613
 2 0.3286153169778677 0.08017175014202411 0.21606845122117263 0.03743760402386005 
 1 0.1148 0.0781 0.1406 0.0913
"
19481,832,832,s3://mls.godfather/data_drives/disk7/dataNode/quentin-logo-test-3/image/0/0/0/1/00019481.jpg," 2 0.4751953069980328 0.5818233306591327 0.36728593019338757 0.13060221305260292
 2 0.4248046875 0.3017578125 0.041015625 0.01171875
 2 0.4580078125 0.2998046875 0.01171875 0.005859375
 2 0.6113495093125564 0.2960329055786133 0.08480989016019382 0.016978630652794473
 2 0.5160948313199557 0.29660688913785493 0.10367628244253305 0.0228272584768442 
 1 0.4754 0.4724 0.3666 0.1995
"
22345,832,832,s3://mls.godfather/data_drives/disk6/dataNode/quentin-logo-test-3/image/0/0/0/2/00022345.jpg," 2 0.19098800420761108 0.7765676425053523 0.16579269445859468 0.10946926703819862
 2 0.3896484375 0.77880859375 0.09375 0.1025390625
 2 0.27734375 0.54833984375 0.181640625 0.0830078125
 2 0.744140625 0.5166015625 0.005859375 0.005859375
 2 0.74462890625 0.51220703125 0.0048828125 0.0048828125
 2 0.74072265625 0.50439453125 0.0048828125 0.0048828125
 2 0.73681640625 0.50048828125 0.0048828125 0.0048828125
 2 0.73291015625 0.48486328125 0.0048828125 0.0048828125
 2 0.73291015625 0.48095703125 0.0048828125 0.0048828125
 2 0.7560259012075571 0.4662913359128512 0.0944049541766827 0.14129128822913536
 2 0.26513671875 0.34033203125 0.0107421875 0.0048828125
 2 0.2578125 0.34033203125 0.005859375 0.0048828125
 2 0.25439453125 0.34033203125 0.0048828125 0.0048828125
 2 0.25048828125 0.33642578125 0.0048828125 0.0048828125
 2 0.31103515625 0.33251953125 0.0048828125 0.0048828125
 2 0.28369140625 0.33251953125 0.0048828125 0.0048828125
 2 0.27978515625 0.33251953125 0.0048828125 0.0048828125
 2 0.2698229459615854 0.38769960403442383 0.3423107954171988 0.21077896998478815
 2 0.7419574077312763 0.1863536284520076 0.24750936948336089 0.1585986430828388 
 1 0.1917 0.7746 0.1599 0.131
"
28869,832,832,s3://mls.godfather/data_drives/disk6/dataNode/quentin-logo-test-3/image/0/0/0/2/00028869.jpg," 2 0.45263671875 0.53271484375 0.0244140625 0.0126953125
 2 0.8955078125 0.51025390625 0.03515625 0.0126953125
 2 0.57421875 0.51025390625 0.048828125 0.0185546875
 2 0.89404296875 0.4921875 0.0439453125 0.021484375
 2 0.57470703125 0.49169921875 0.0498046875 0.0205078125
 2 0.9722015307499812 0.3891624854161189 0.05441364875206581 0.035940940563495345
 2 0.6133421751169058 0.3759184433863713 0.06323044116680439 0.03396830191979042
 2 0.1933593383202186 0.3671874633202186 0.076171875 0.037109375 
 1 0.4519 0.5168 0.0481 0.0745
"
